brand,model,release_year,ram_gb,storage_gb,screen_size_inches,battery_capacity,processor_score,camera_score,os_type,has_5g,original_price,purchase_year,age_months,usage_hours_per_day,condition,battery_health,screen_cracked,body_damage,repair_history,water_damage,city_tier,seller_type,warranty_remaining_months,box_available,charger_available,market_demand_score,resale_price
Apple,iPhone 13,2023,6,512,6.89,4766,89,78,iOS,1,15171,2023,44,1.1,Fair,100,0,0,0,0,Tier3,Individual,6,0,1,52,3464.65
Apple,iPhone 11,2020,12,512,6.21,3306,88,44,iOS,1,58881,2024,55,9.0,Fair,93,0,0,1,0,Tier1,Store,0,1,1,67,14593.9
Apple,iPhone 15,2022,12,1024,6.71,5290,90,77,iOS,1,80733,2024,54,7.6,Poor,56,0,1,0,0,Tier2,Individual,0,1,1,66,6627.66
Xiaomi,Poco X5,2024,16,1024,6.33,3758,75,78,Android,1,140962,2025,64,3.9,Poor,98,0,0,0,0,Tier2,Store,16,1,1,79,23758.82
Xiaomi,Poco X5,2023,12,128,5.68,3926,71,92,Android,0,146819,2025,27,9.6,Good,94,0,0,0,0,Tier3,Individual,10,1,0,94,74184.78
Realme,Realme Narzo 60,2021,16,256,5.97,3444,98,85,Android,1,111959,2023,9,7.2,Fair,86,0,0,0,0,Tier3,Individual,22,1,1,80,46282.5
Vivo,Vivo V27,2025,12,256,6.05,6452,93,77,Android,1,61136,2025,41,3.6,Good,86,0,0,1,0,Tier2,Individual,10,1,1,60,14531.01
Google,Pixel 8,2025,8,128,5.86,5010,74,60,Android,1,33104,2025,12,2.9,Good,57,0,0,0,0,Tier3,Individual,0,1,1,94,17918.78
OnePlus,OnePlus 10,2025,6,1024,6.34,5566,46,51,Android,0,115612,2025,24,4.5,Good,61,0,0,0,0,Tier3,Individual,0,1,1,80,33885.05
Google,Pixel 7,2023,6,1024,6.43,3959,80,67,Android,1,132601,2023,62,5.5,Fair,74,0,1,0,0,Tier1,Individual,0,1,1,99,26507.06
Apple,iPhone 13,2023,8,64,6.08,5189,65,46,iOS,1,40234,2024,5,10.9,Poor,76,0,1,0,0,Tier3,Individual,9,1,1,42,7953.43
Xiaomi,Redmi Note 12,2021,8,1024,5.77,3348,77,49,Android,1,70037,2024,41,4.8,Fair,100,1,0,0,0,Tier1,Individual,0,0,1,79,11499.25
OnePlus,OnePlus 10,2020,16,1024,6.67,3537,43,89,Android,1,44890,2024,23,11.1,Fair,55,0,0,0,0,Tier3,Store,3,1,1,86,13378.19
Vivo,Vivo X90,2024,8,64,5.58,3561,62,54,Android,1,105520,2024,15,4.6,Excellent,64,0,0,0,0,Tier2,Store,0,1,0,54,24161.96
Google,Pixel 6,2025,12,64,5.6,6378,97,90,Android,1,143809,2025,32,11.1,Good,67,0,0,0,0,Tier3,Store,0,0,1,56,34210.82
Google,Pixel 6,2025,6,1024,6.14,5135,46,97,Android,1,118788,2025,20,3.7,Fair,58,0,0,0,0,Tier2,Individual,13,1,0,70,30604.11
Apple,iPhone 11,2024,6,256,5.58,4091,44,66,iOS,0,31838,2025,11,10.7,Excellent,87,0,0,0,0,Tier1,Individual,2,1,1,49,11778.15
OnePlus,OnePlus 11,2020,6,128,6.83,5254,41,98,Android,1,106814,2020,1,12.0,Excellent,83,0,0,1,0,Tier3,Store,12,1,1,82,68894.76
Xiaomi,Redmi Note 12,2021,6,512,6.69,5314,76,42,Android,1,133524,2023,33,8.5,Fair,74,0,0,0,0,Tier3,Store,20,1,0,60,23118.45
Realme,Realme Narzo 60,2022,6,256,5.84,6052,55,87,Android,1,132068,2025,53,2.3,Poor,78,0,0,1,0,Tier1,Individual,14,1,1,45,13976.36
Apple,iPhone 15,2023,12,64,5.94,4311,93,95,iOS,1,31701,2024,52,3.4,Poor,95,0,0,0,0,Tier1,Individual,0,1,1,53,4684.29
Vivo,Vivo X90,2024,8,64,5.86,5984,90,73,Android,1,65743,2024,5,4.7,Excellent,85,0,1,0,0,Tier2,Store,6,1,1,57,21580.24
Xiaomi,Mi 11,2025,4,1024,6.15,5459,58,76,Android,1,113951,2025,7,6.1,Good,100,0,0,0,0,Tier3,Individual,24,1,1,56,47764.69
Samsung,Galaxy S23,2025,12,64,5.85,4757,92,68,Android,1,134406,2025,64,3.0,Good,90,0,0,0,0,Tier3,Store,0,1,1,49,25314.65
Google,Pixel 8,2020,12,1024,5.82,5896,66,82,Android,1,50513,2025,22,9.1,Fair,63,0,0,0,0,Tier2,Store,0,0,1,50,7284.89
Apple,iPhone 13,2024,4,256,6.76,4086,90,57,iOS,1,126949,2025,2,7.5,Fair,55,0,1,0,0,Tier2,Individual,9,1,1,58,36443.11
OnePlus,OnePlus 11,2025,12,1024,6.7,4362,45,93,Android,1,146365,2025,59,11.1,Poor,75,0,0,0,0,Tier2,Individual,16,1,1,99,28723.36
Google,Pixel 7,2019,4,128,5.74,5844,66,58,Android,0,46677,2019,17,10.8,Fair,83,0,0,0,0,Tier3,Store,16,1,1,42,10061.56
Xiaomi,Poco X5,2023,6,1024,5.58,5154,54,79,Android,1,121763,2023,39,4.1,Good,77,0,0,0,0,Tier2,Store,0,0,1,69,29341.81
Vivo,Vivo X90,2023,4,128,6.95,5815,56,95,Android,0,20040,2024,19,4.3,Fair,80,0,0,0,0,Tier1,Individual,0,0,1,69,9264.87
Xiaomi,Mi 11,2025,6,128,6.81,5871,65,79,Android,0,129641,2025,55,10.1,Poor,74,0,0,0,0,Tier1,Individual,3,0,1,55,15901.88
Apple,iPhone 13,2021,4,128,6.95,3756,91,61,iOS,1,60214,2024,27,11.5,Good,100,0,1,0,0,Tier3,Individual,0,1,1,50,19572.06
Vivo,Vivo X90,2024,8,128,5.8,5021,47,100,Android,1,146610,2025,60,5.0,Good,76,1,0,0,0,Tier3,Individual,21,1,1,88,29109.83
OnePlus,Nord 3,2022,16,64,6.8,4573,40,95,Android,0,22569,2022,64,10.4,Excellent,78,0,0,0,0,Tier1,Individual,5,0,1,51,3509.02
Vivo,Vivo V27,2023,8,128,6.19,3118,85,80,Android,1,111589,2023,56,8.5,Fair,98,0,0,0,0,Tier3,Store,0,1,0,85,27790.24
OnePlus,Nord 3,2024,12,256,6.89,3168,65,66,Android,1,104980,2024,39,4.0,Fair,81,0,0,0,0,Tier3,Individual,8,0,1,94,32176.19
Apple,iPhone 11,2023,4,1024,5.65,5346,59,77,iOS,1,122176,2024,7,6.0,Poor,91,0,0,0,0,Tier1,Individual,0,1,1,48,34771.16
OnePlus,OnePlus 9,2025,12,512,6.55,6302,87,64,Android,1,77975,2025,18,6.7,Excellent,93,0,0,1,1,Tier1,Individual,0,1,1,64,20813.11
Realme,Realme GT,2023,8,256,6.93,3490,93,69,Android,0,125738,2025,7,7.5,Excellent,94,0,0,0,0,Tier3,Store,8,0,1,81,77412.54
Google,Pixel 6,2024,4,512,6.94,3106,66,97,Android,0,14787,2025,48,11.4,Excellent,84,0,0,0,0,Tier2,Individual,12,1,1,49,6549.08
Apple,iPhone 11,2024,4,128,5.94,5954,53,80,iOS,1,79934,2025,52,6.8,Good,74,0,0,1,0,Tier3,Store,0,1,1,45,16352.93
Google,Pixel 7,2025,12,64,6.3,4250,99,86,Android,0,59689,2025,27,10.5,Fair,77,0,1,0,0,Tier1,Store,8,1,1,79,17967.02
Apple,iPhone 15,2020,16,512,6.55,5153,81,59,iOS,1,96923,2021,5,4.7,Excellent,66,0,0,0,0,Tier3,Store,0,0,0,51,35848.05
Samsung,Galaxy A54,2019,16,64,5.95,3939,79,89,Android,0,107828,2023,2,11.7,Poor,79,0,0,0,0,Tier3,Store,6,1,0,41,22123.46
Google,Pixel 6,2020,4,128,5.55,3403,83,86,Android,0,141443,2023,38,3.9,Fair,93,0,1,0,0,Tier3,Individual,9,1,0,68,34074.0
Vivo,Vivo X90,2023,8,64,5.87,3062,42,98,Android,0,42025,2024,14,9.6,Good,71,0,0,0,0,Tier2,Individual,22,1,1,44,10725.16
Vivo,Vivo V27,2024,12,128,6.91,4242,50,51,Android,0,86535,2025,3,8.4,Excellent,58,0,0,0,0,Tier3,Individual,19,1,1,56,26363.67
Google,Pixel 8,2024,6,64,6.68,6456,47,47,Android,1,42047,2025,66,1.9,Fair,96,0,0,0,0,Tier3,Individual,12,0,0,70,8844.66
Google,Pixel 6,2022,8,1024,6.94,3510,46,55,Android,0,10371,2025,32,3.9,Poor,56,0,0,0,0,Tier3,Store,0,1,1,52,2000.0
Google,Pixel 7,2021,12,64,6.92,5354,69,69,Android,1,41735,2023,2,2.2,Fair,83,1,0,0,0,Tier1,Store,16,1,1,92,21000.76
Xiaomi,Poco X5,2022,12,64,5.58,4580,48,43,Android,0,32629,2024,32,2.1,Excellent,82,1,0,0,0,Tier3,Store,0,1,1,84,8245.45
Samsung,Galaxy S21,2025,4,64,6.41,4822,73,52,Android,1,106365,2025,17,6.0,Good,92,0,0,0,0,Tier3,Store,0,1,1,92,68770.24
Xiaomi,Redmi Note 12,2019,6,1024,6.13,3762,74,56,Android,0,117685,2021,22,11.2,Fair,84,0,0,0,0,Tier1,Store,0,1,1,67,37469.22
Google,Pixel 6,2020,4,512,6.57,3422,93,72,Android,0,101891,2022,43,2.8,Good,74,0,0,0,0,Tier3,Individual,0,1,1,93,36082.73
Apple,iPhone 14,2019,8,1024,6.56,3578,42,97,iOS,1,94741,2022,34,4.7,Good,61,0,0,0,0,Tier1,Individual,0,0,1,46,18729.33
Realme,Realme GT,2025,12,1024,5.82,6465,84,69,Android,1,54968,2025,1,8.9,Excellent,69,0,0,0,0,Tier3,Store,0,0,0,49,13417.9
Google,Pixel 7,2022,16,256,6.21,6115,96,69,Android,0,84448,2024,25,2.1,Fair,92,0,0,0,0,Tier3,Individual,0,1,1,46,20735.13
Google,Pixel 8,2021,8,128,6.74,3613,56,99,Android,1,73183,2024,48,11.7,Good,87,0,1,0,0,Tier3,Individual,0,1,1,88,23663.64
Apple,iPhone 11,2023,12,128,6.32,4317,70,88,iOS,0,104782,2025,11,3.9,Good,77,0,0,1,0,Tier3,Individual,19,1,1,50,38738.15
Samsung,Galaxy A54,2021,12,512,5.7,6050,82,98,Android,1,50516,2024,52,5.4,Excellent,86,0,0,0,0,Tier1,Store,6,0,1,69,19181.94
Apple,iPhone 11,2024,12,64,6.73,3276,87,43,iOS,1,86926,2024,37,8.1,Fair,93,0,0,0,1,Tier1,Store,0,1,1,84,21373.56
Apple,iPhone 11,2021,12,1024,6.01,6333,69,48,iOS,1,74218,2021,33,7.7,Excellent,56,0,0,0,0,Tier1,Individual,20,1,1,53,18088.91
OnePlus,Nord 3,2024,4,64,6.98,4767,100,44,Android,1,102649,2024,37,2.2,Fair,87,0,1,0,0,Tier2,Store,9,0,0,40,11912.55
Samsung,Galaxy S22,2022,16,64,5.54,3808,62,86,Android,1,83810,2022,43,11.2,Excellent,84,0,0,0,0,Tier2,Individual,0,1,1,92,40564.17
Google,Pixel 6,2023,6,1024,5.87,5230,96,88,Android,1,89314,2023,47,9.0,Poor,70,0,0,1,0,Tier2,Individual,0,1,0,80,12195.35
Realme,Realme GT,2021,8,64,6.75,3532,40,44,Android,1,46424,2021,21,2.8,Poor,75,0,0,1,0,Tier1,Store,0,0,1,48,4984.56
Xiaomi,Mi 11,2022,8,64,6.96,5218,90,82,Android,1,94279,2023,21,6.4,Fair,81,0,0,0,0,Tier2,Store,22,1,0,41,17670.49
OnePlus,OnePlus 9,2022,4,512,6.06,3888,79,40,Android,1,95204,2023,57,1.8,Good,55,0,0,0,0,Tier1,Individual,0,1,1,92,21027.84
Xiaomi,Redmi Note 12,2025,16,1024,6.5,5762,40,47,Android,1,41027,2025,63,4.0,Fair,81,1,0,0,0,Tier2,Individual,21,1,1,91,8106.37
Realme,Realme GT,2020,8,512,6.44,4381,51,60,Android,1,108168,2025,13,11.9,Good,92,0,0,0,0,Tier1,Individual,0,1,1,48,34111.62
Vivo,Vivo V27,2024,16,512,5.83,6388,90,78,Android,1,87711,2025,28,1.5,Fair,76,0,0,0,0,Tier3,Individual,14,1,1,96,30198.14
Xiaomi,Poco X5,2024,6,512,6.48,3905,79,54,Android,1,98392,2025,65,5.9,Fair,94,0,0,0,0,Tier2,Individual,22,1,0,74,23190.49
OnePlus,OnePlus 10,2020,12,512,6.64,6403,45,84,Android,1,98040,2024,1,11.1,Excellent,81,0,0,0,0,Tier3,Store,0,1,1,50,42185.16
Xiaomi,Mi 11,2025,4,64,5.84,4785,68,81,Android,1,14775,2025,5,1.4,Fair,75,0,0,0,0,Tier3,Store,0,1,0,57,6342.08
Realme,Realme Narzo 60,2025,4,1024,5.89,3465,67,46,Android,1,123278,2025,62,2.2,Good,94,0,0,0,0,Tier2,Store,0,1,1,54,21297.18
Samsung,Galaxy S22,2021,4,256,6.42,4468,62,48,Android,1,106109,2024,63,4.1,Fair,72,0,0,0,0,Tier3,Store,0,1,1,71,18164.76
Samsung,Galaxy S21,2023,6,1024,6.51,5401,58,47,Android,1,28744,2025,28,3.4,Good,99,0,1,0,0,Tier1,Individual,0,1,1,95,17523.32
Apple,iPhone 14,2020,8,512,5.98,4701,100,47,iOS,1,132297,2022,31,6.7,Excellent,62,0,0,0,0,Tier1,Individual,0,0,1,41,28773.53
OnePlus,OnePlus 11,2019,12,1024,6.03,5230,96,80,Android,1,125992,2020,26,2.0,Fair,100,0,0,0,0,Tier2,Individual,12,0,0,45,29657.48
OnePlus,OnePlus 9,2021,8,512,6.32,4520,44,44,Android,1,148406,2021,51,11.5,Poor,99,0,0,0,0,Tier3,Store,0,0,1,81,32449.81
Google,Pixel 6,2025,4,256,6.37,3544,42,56,Android,1,144206,2025,47,8.7,Good,83,1,1,0,0,Tier3,Individual,0,1,1,63,20502.53
Samsung,Galaxy S22,2020,4,1024,6.35,6427,62,47,Android,1,134501,2021,2,4.8,Good,70,0,0,0,0,Tier2,Individual,0,0,1,80,75389.85
Samsung,Galaxy S22,2021,6,256,6.48,6261,57,73,Android,0,55533,2023,65,3.1,Good,84,0,0,0,0,Tier1,Individual,24,0,1,86,16138.01
Apple,iPhone 13,2020,6,1024,6.4,6383,46,49,iOS,1,144525,2024,21,4.8,Good,61,0,0,0,0,Tier1,Individual,19,1,0,43,32034.65
Vivo,Vivo X90,2022,8,512,5.87,3280,81,50,Android,1,32402,2025,67,9.3,Excellent,78,0,0,0,0,Tier3,Store,17,0,1,45,5742.47
OnePlus,OnePlus 11,2019,6,128,5.98,5780,45,57,Android,1,149732,2022,14,7.8,Fair,55,0,0,0,0,Tier2,Individual,17,1,0,83,44931.81
OnePlus,OnePlus 11,2019,16,64,5.58,4455,79,91,Android,1,24437,2019,7,7.2,Fair,76,0,0,0,0,Tier1,Store,0,1,1,51,4594.72
Vivo,Vivo X90,2023,8,1024,5.66,5792,90,62,Android,0,92670,2023,50,5.5,Excellent,60,0,1,0,0,Tier3,Individual,5,1,1,57,13114.67
Realme,Realme Narzo 60,2022,12,1024,6.95,4483,78,100,Android,1,139297,2025,20,1.7,Fair,67,0,1,0,1,Tier2,Store,0,1,1,88,19854.91
Samsung,Galaxy A54,2020,8,64,5.79,4902,48,54,Android,0,135476,2025,58,8.2,Good,61,0,0,0,0,Tier1,Store,4,0,0,63,22879.0
Xiaomi,Redmi Note 12,2024,12,128,6.75,6085,60,57,Android,1,69083,2025,69,8.1,Good,59,0,0,0,0,Tier2,Individual,0,1,0,50,8308.25
Xiaomi,Redmi Note 12,2022,6,128,6.49,4029,40,80,Android,0,125876,2022,66,2.0,Fair,74,0,0,0,0,Tier1,Store,20,0,1,52,14581.02
Xiaomi,Poco X5,2021,16,64,6.53,4619,56,66,Android,1,16556,2024,61,9.3,Good,69,0,0,0,0,Tier2,Individual,18,1,1,96,4774.9
Realme,Realme GT,2024,6,512,5.55,3554,79,46,Android,1,85590,2024,66,11.7,Good,91,0,1,0,0,Tier1,Store,0,0,1,57,9887.62
Xiaomi,Poco X5,2022,12,1024,6.64,6241,63,52,Android,1,132354,2024,71,10.2,Good,79,0,0,0,0,Tier2,Store,21,1,1,67,26986.34
Vivo,Vivo X90,2024,8,64,6.99,4772,55,80,Android,1,36560,2024,34,8.7,Excellent,66,1,0,0,0,Tier1,Store,0,1,1,91,7963.03
Google,Pixel 7,2019,12,256,5.94,6467,60,81,Android,1,100373,2019,10,8.6,Excellent,62,0,1,0,0,Tier3,Individual,17,1,0,71,33837.48
Apple,iPhone 13,2023,4,256,5.51,4008,54,42,iOS,1,82890,2025,54,5.2,Good,84,0,0,0,0,Tier1,Individual,14,0,1,77,27296.33
Xiaomi,Redmi Note 12,2021,12,64,5.94,4486,85,86,Android,1,13003,2024,70,6.6,Excellent,80,0,0,0,0,Tier3,Individual,0,1,1,96,2000.0
Xiaomi,Mi 11,2024,6,128,6.6,5074,72,64,Android,1,12268,2024,20,3.7,Poor,56,1,0,0,0,Tier1,Store,5,1,1,76,2628.1
Xiaomi,Mi 11,2019,16,256,6.08,3632,100,81,Android,0,70091,2024,8,1.9,Poor,60,0,1,0,0,Tier3,Store,2,1,1,100,18783.42
OnePlus,OnePlus 9,2023,12,256,6.6,5720,41,53,Android,1,74036,2025,19,6.0,Good,80,0,0,0,0,Tier3,Store,7,1,1,82,34948.07
Vivo,Vivo V27,2020,4,128,5.68,6178,73,96,Android,0,28221,2024,17,9.6,Good,71,0,0,0,0,Tier3,Individual,0,1,1,60,9940.21
Realme,Realme Narzo 60,2025,16,256,6.29,3679,60,97,Android,1,20686,2025,44,2.0,Excellent,97,0,1,0,0,Tier1,Individual,0,1,1,96,6503.26
Apple,iPhone 13,2019,6,64,5.84,6261,73,92,iOS,1,101978,2019,65,1.5,Good,68,0,0,1,0,Tier2,Store,0,1,1,95,26231.92
Xiaomi,Mi 11,2021,6,512,6.41,5284,60,41,Android,1,58839,2024,4,1.5,Fair,86,0,0,0,0,Tier1,Store,23,1,1,83,25837.29
Google,Pixel 7,2022,12,64,6.16,5446,75,79,Android,0,36086,2022,1,9.1,Good,83,0,0,1,0,Tier1,Store,19,0,1,66,19503.03
OnePlus,Nord 3,2020,12,128,6.05,4730,87,65,Android,1,131316,2022,52,8.9,Excellent,75,0,0,0,0,Tier3,Store,11,1,0,78,37529.08
Samsung,Galaxy A54,2019,4,64,6.32,3978,100,66,Android,0,68558,2020,69,2.2,Excellent,92,0,0,0,0,Tier3,Store,11,1,1,100,26576.93
Realme,Realme Narzo 60,2024,8,512,6.2,3245,49,54,Android,1,149355,2025,21,6.6,Excellent,57,0,0,0,0,Tier1,Store,5,1,1,54,32369.26
Vivo,Vivo X90,2020,6,128,6.0,3697,41,73,Android,1,35765,2024,12,5.0,Good,90,0,0,0,0,Tier1,Individual,0,1,1,47,10225.39
Google,Pixel 8,2019,16,1024,6.61,5808,99,46,Android,1,57613,2025,44,2.2,Fair,81,0,0,0,0,Tier2,Store,17,1,0,98,23476.7
Samsung,Galaxy S21,2025,16,512,5.53,5656,65,46,Android,1,74079,2025,33,5.0,Excellent,79,1,0,0,0,Tier3,Store,11,1,1,66,19401.26
Xiaomi,Redmi Note 12,2019,6,256,6.86,3624,61,68,Android,1,120876,2020,67,5.8,Fair,98,0,0,0,0,Tier2,Store,19,1,0,48,15458.25
Apple,iPhone 12,2020,8,256,6.99,6403,73,52,iOS,1,56704,2024,25,2.5,Good,67,0,0,0,0,Tier3,Individual,19,0,0,100,33750.81
Google,Pixel 6,2019,16,1024,6.36,6353,43,73,Android,1,12390,2020,45,11.9,Fair,95,0,0,0,0,Tier1,Individual,0,0,1,62,2000.0
Apple,iPhone 15,2024,16,512,5.89,5485,62,80,iOS,0,90728,2025,41,3.9,Good,85,1,0,0,0,Tier1,Individual,0,0,1,63,18973.35
Xiaomi,Redmi Note 12,2024,6,512,6.61,6237,93,46,Android,1,109952,2024,7,3.2,Fair,80,0,0,0,0,Tier3,Individual,14,1,0,75,43549.88
Apple,iPhone 15,2024,12,1024,6.67,4490,59,40,iOS,1,52392,2024,11,9.2,Fair,70,1,0,0,0,Tier2,Individual,0,1,1,68,16457.25
Google,Pixel 8,2025,16,1024,6.13,6491,88,93,Android,1,104377,2025,26,9.0,Fair,91,0,0,0,0,Tier2,Individual,13,1,1,97,51254.44
Vivo,Vivo V27,2022,6,256,5.66,5499,70,66,Android,1,123431,2023,24,2.1,Fair,69,0,0,0,0,Tier3,Individual,0,0,0,79,31588.3
Samsung,Galaxy S21,2023,12,512,6.13,3716,48,89,Android,1,83309,2025,71,7.1,Fair,79,0,0,0,0,Tier2,Individual,15,0,1,62,12185.21
Apple,iPhone 14,2023,4,1024,6.98,3414,97,85,iOS,0,89877,2023,45,3.8,Good,56,0,0,0,0,Tier2,Store,6,1,1,44,16999.01
Xiaomi,Redmi Note 12,2025,12,256,5.67,4274,44,97,Android,1,58485,2025,64,9.0,Fair,60,0,0,0,0,Tier3,Individual,16,0,1,48,5986.02
Samsung,Galaxy S22,2022,6,512,6.67,6330,98,99,Android,1,127551,2024,6,2.5,Good,94,0,1,0,0,Tier1,Individual,15,0,1,46,42768.34
Vivo,Vivo X90,2023,4,128,6.31,3165,43,45,Android,0,146820,2025,26,7.1,Good,69,0,0,0,0,Tier3,Store,21,1,1,90,53726.26
Apple,iPhone 11,2023,6,512,6.21,5444,94,81,iOS,1,77255,2024,61,6.1,Fair,90,0,0,0,0,Tier1,Store,19,1,1,65,19344.68
Apple,iPhone 15,2024,6,256,5.54,5129,76,63,iOS,1,24175,2024,33,6.8,Fair,100,0,0,0,0,Tier3,Store,17,0,1,80,12917.72
OnePlus,OnePlus 9,2020,8,1024,5.58,5554,48,53,Android,1,72416,2025,56,4.8,Excellent,98,0,0,0,0,Tier3,Individual,14,0,1,46,15704.38
Realme,Realme Narzo 60,2023,12,128,6.95,3535,91,87,Android,1,48924,2025,1,8.9,Fair,90,0,0,0,0,Tier1,Store,3,1,1,61,18986.8
Apple,iPhone 14,2023,6,1024,6.25,4688,82,63,iOS,1,37986,2025,33,8.3,Fair,55,0,0,1,0,Tier3,Store,21,1,1,70,10209.2
Realme,Realme GT,2025,12,1024,6.46,4495,57,50,Android,1,20084,2025,33,7.4,Good,60,0,1,0,0,Tier3,Individual,1,1,1,73,2000.0
Vivo,Vivo X90,2024,6,64,5.86,4925,68,46,Android,1,88117,2025,1,5.0,Fair,87,0,0,0,0,Tier3,Store,0,1,1,95,51901.72
Vivo,Vivo X90,2024,12,1024,6.83,5964,50,100,Android,1,37095,2025,8,2.6,Fair,68,0,0,0,0,Tier1,Store,0,0,1,85,17147.42
Apple,iPhone 11,2025,8,64,6.99,5432,85,75,iOS,1,61285,2025,30,8.4,Excellent,69,0,0,0,0,Tier2,Individual,24,0,1,79,33743.18
Apple,iPhone 13,2021,4,64,5.73,4686,59,57,iOS,0,24888,2024,45,4.8,Good,98,0,0,0,0,Tier3,Store,14,1,1,62,12013.62
Xiaomi,Redmi Note 12,2024,16,64,5.6,6015,95,74,Android,1,111631,2025,19,12.0,Poor,92,1,0,0,0,Tier3,Individual,3,1,0,81,27057.27
Xiaomi,Mi 11,2020,16,64,6.29,5963,43,95,Android,1,100577,2023,48,11.0,Fair,93,0,0,0,0,Tier1,Store,10,1,0,65,22703.01
Vivo,Vivo X90,2022,12,512,6.08,4638,96,51,Android,1,61481,2025,19,2.4,Poor,86,0,0,0,0,Tier2,Store,0,1,0,51,7509.42
Google,Pixel 8,2025,8,128,5.52,3020,85,61,Android,1,54509,2025,52,9.1,Fair,88,0,0,0,0,Tier2,Individual,0,0,1,57,10956.37
Apple,iPhone 12,2024,6,1024,6.78,3707,63,62,iOS,1,128042,2025,45,10.4,Fair,60,0,0,0,0,Tier2,Store,0,1,1,77,31494.34
OnePlus,Nord 3,2023,4,256,5.97,4169,74,46,Android,1,122344,2024,57,4.1,Fair,80,0,1,0,0,Tier1,Store,6,1,1,49,12062.0
Google,Pixel 8,2021,6,128,6.05,4530,99,91,Android,0,140526,2023,55,8.8,Excellent,97,0,0,0,0,Tier1,Individual,21,1,1,64,42868.23
Samsung,Galaxy A54,2020,4,256,6.31,4986,69,52,Android,0,111413,2020,67,5.7,Good,85,0,0,0,0,Tier1,Individual,19,1,1,76,33077.71
Vivo,Vivo X90,2022,4,128,6.37,3165,46,72,Android,1,84625,2022,5,8.6,Good,80,0,1,0,0,Tier1,Individual,18,1,1,83,40762.62
Samsung,Galaxy S21,2023,4,512,6.56,6282,46,56,Android,1,26674,2023,33,4.4,Good,89,0,0,0,0,Tier3,Store,0,1,1,78,12301.96
Xiaomi,Redmi Note 12,2022,4,1024,5.9,5474,83,43,Android,1,78643,2022,2,10.3,Excellent,57,0,0,0,0,Tier2,Store,5,1,1,80,31872.09
Apple,iPhone 12,2020,6,512,6.33,5882,79,60,iOS,1,76882,2020,39,1.8,Good,90,0,0,0,0,Tier2,Store,4,1,1,59,21608.54
Vivo,Vivo X90,2019,6,256,6.48,6453,95,76,Android,0,103636,2023,50,1.3,Poor,64,0,0,1,0,Tier3,Individual,3,1,1,75,11424.69
Xiaomi,Redmi Note 12,2021,8,128,6.33,5827,60,61,Android,1,19908,2025,37,2.1,Excellent,59,1,0,0,0,Tier1,Store,6,0,1,90,5713.82
Google,Pixel 8,2020,12,1024,6.4,3685,59,79,Android,1,51647,2024,10,3.1,Good,70,0,1,0,0,Tier3,Store,10,0,1,51,12787.32
OnePlus,OnePlus 10,2022,8,64,6.69,4356,78,78,Android,1,101108,2022,36,5.5,Fair,58,0,0,0,0,Tier3,Individual,0,1,1,65,17909.71
Realme,Realme Narzo 60,2021,8,1024,6.22,5886,58,48,Android,1,44794,2025,53,5.6,Fair,91,0,1,0,0,Tier2,Individual,4,1,1,72,5627.17
Xiaomi,Redmi Note 12,2019,8,256,5.66,4723,53,54,Android,1,18837,2021,20,9.5,Poor,75,0,0,0,0,Tier1,Store,0,1,1,78,2331.72
Xiaomi,Poco X5,2023,6,512,5.96,6178,45,62,Android,1,144156,2024,21,2.6,Good,59,0,0,1,0,Tier1,Individual,10,1,0,68,32325.3
Apple,iPhone 12,2023,6,1024,6.23,4067,83,63,iOS,1,19281,2025,40,9.3,Good,89,0,0,0,0,Tier1,Individual,0,1,1,43,3391.36
Samsung,Galaxy S21,2024,4,128,6.71,6033,64,54,Android,0,141990,2024,53,4.2,Excellent,80,0,0,0,0,Tier3,Individual,0,1,1,52,30424.14
Samsung,Galaxy A54,2022,12,512,7.0,5791,97,51,Android,0,12055,2024,38,9.0,Fair,58,0,0,0,0,Tier2,Store,3,1,0,83,2165.51
Samsung,Galaxy S21,2023,6,256,6.15,6262,80,91,Android,1,107074,2025,10,8.7,Good,75,0,1,0,0,Tier3,Store,10,1,1,94,59182.43
Vivo,Vivo V27,2019,16,64,5.67,4820,94,81,Android,0,17998,2019,19,7.1,Fair,83,0,1,0,0,Tier3,Individual,12,0,1,89,6369.99
Vivo,Vivo X90,2022,6,128,6.82,3379,66,53,Android,1,77920,2024,51,4.1,Good,68,0,0,0,0,Tier3,Store,15,1,1,80,18800.2
Apple,iPhone 11,2019,6,128,6.08,3565,90,76,iOS,1,90553,2024,5,10.0,Fair,73,0,0,0,0,Tier2,Store,0,1,1,96,52526.84
Xiaomi,Redmi Note 12,2024,16,128,6.85,4561,42,66,Android,1,149461,2025,38,3.4,Fair,70,0,0,0,0,Tier2,Individual,0,0,1,85,35343.86
Samsung,Galaxy S23,2019,6,128,6.99,6495,47,95,Android,0,37758,2025,14,5.8,Good,96,0,0,0,0,Tier1,Individual,0,1,1,63,20078.16
Vivo,Vivo X90,2020,8,64,6.14,4766,75,90,Android,1,141697,2025,42,1.1,Good,62,0,0,0,0,Tier3,Individual,0,0,1,84,30725.06
Realme,Realme Narzo 60,2019,6,256,6.07,4140,57,100,Android,1,78977,2025,43,10.0,Poor,75,1,0,0,0,Tier2,Store,0,0,0,49,6118.36
